bit_length,total_bits,random_multiplier,lhs1_projection_ell,rhs_projection_ell
94,229,18917343363416338326020825863,24552645946051116023794136139459777035217057316611611720879158388398690446455,80452954560367790957629649142095377789427926343161839133869612074511104922893
95,230,24336555019875388313603824424,3675356801261788431220630994030555799769182244336267438814517252382661394876,42677797421469648568294614737860305005518333449347012002293622212008728205660
96,231,42744079161789082212517344199,74501516361401689134804804909721238839816979696814365810241360195998172517457,62023500033490787645663763014167681262994677767616209528592127346447707375905
97,232,157897769225605221469213022296,60344844395212340597691647672467402972828513579888428928826319059252222112323,19004841002895523007184412022070423796294871856043500243356904061284659641404
93,228,7885265732324894593747667218,110642398110471404613401901286022533022426759816316582952566646778103063690921,53712295349339697969485971222838708774570955742829832186703851015341119992595
94,229,15781888022711933011717388766,24283663730255269672950028189338833387410525823678144887350670821444870413602,10285421734610561912138986053156701153333628351459875067103558285391539273022
95,230,25616739982899532682741871291,35606806901713516902481558739920964650800379588764442057172619522306905820925,71135204029244045698874712044300952685973338709269503870791920159319936244275
96,231,71129299899197086180571571163,66181402468406352618355132408319749794264641976322627529958624528513531111433,97701616611499048793954133121493949133855153942455476533319854766857829067694
97,232,90270792889910198243949242379,17679545868947108365321135986096679819691991256540976971924266612940855509603,12803336156978845638579184237796153457354692711489002756090633379468411563678
93,228,6355097957639625793644979219,92985023096239399496196357136416703394048068621490100988706321066662898976742,102956079011899151838689337472336835888457886835590262836160409265060265442748
94,229,16668927838569155219651495762,81784188415995387931183890684084712172814690733949116641865908096376694578676,3361162685783015862427613331227349105117231435678193962458718444670513374214
95,230,37846867225942169621426646974,76432837000942588417001228492044537527622090621869408670559150507636972741669,8028544251031276861955731017221480292944091724297308845190527558217735978098
96,231,46048101897261659731545757320,113778367149195849940688068881781657529896643771323808749635098576882328373645,30323859456160443719933961152174772566739966897402853435254695200097568434404
97,232,147725569611874536950383605354,99452665096267247773424056535130138500397955063626536551175004938852713025398,6705237878305363565598924779340756150943625078492068732087286331447688250654
93,228,7242039980315342016634243330,101380218979874520758840343867471280212518827500897458584232977053598021800902,30542008106081443970191229758771313755380838458451764935753563109850692353051
94,229,10710318428822809019060795197,25772192261450974617334580514892865450049436672322563952974614023248522544133,5631932194371157239338843367865186207734290870312972767703092737092386768028
95,230,24371826364064792005271698792,47855270705795368845008177151182992539531644862093912238287989753427621474572,39401749201597455053662243297320753911590957375564130931896768059428189681644
96,231,63904784185130096225902458403,234013494710693847421009019470215373605983027826491343242713420936537463907,71656266645146322211715361860586193627825601628292701545413544022489693659645
97,232,119678104084075502073519152670,38666406395624653755683640561339435051905464881775925391202495553272202869111,68238008879896564615294289449983956947053783898789229923698358907348859170561
93,228,7352334201734411037773279827,20823632102412806660493540315598528765080214674967294236798084602223214822573,40456677209477660160865890711799170283586065836053972969923414862143931409511
94,229,18276402208632406882452128088,81305286992857647020467651536998873818329869666933954851561190811091763116799,101650077774225617977227101017010657564091437148384458183226514274112620867120
95,230,23935310224942225178949152979,76633290051403916422300101761940898048168990829408671941913881688946943399196,102114533509427374435440448494899813157662919365897988086323945872090534058250
96,231,46406715455731312537978942949,46654018779673349582624574719533255740276347882270718274486549230153544956073,57265378486770622061023524605036328264665401779329398810916114766056686084177
97,232,157821800328471594682392236531,101775030853112640699264153630512819091458743582195762158973903122646039923135,104993044032330493986062159088502874827500409635474096887259439058671484308543
93,228,6186687796159653397357353803,27825411751726156116889135903471421073221210865611125076069351165965186728910,21653506805381982053460975864013147758574257189633384000339147662372164135037
94,229,10581714136585151226335878398,40081398855874568169657072196478308045167063878011643932941882479581142054948,65418480752746380436795926339139314750685654838198453154460902068860273261536
95,230,28249225463531566243428808913,44162650270587205473767528174768107067528676313585935639430565238467205478836,100375665845110311537878675059210109024451298486032885618814756073860889076741
96,231,46430737312683003908101571949,51644220874166900531885263312546780004520650722421185098702169845915912036692,72267191363027625130238232640440498870444154268471276443939230570160641243150
97,232,95279516226909559539317057070,72884502130300146701662193511015104222367218403375410153833430404415191002578,46931735353035449424392407958828788684155090532741364058753655583828069508739
93,228,5550020618101387766915505810,20555960716500937374610565160653634034902860505145598621350399704805520813112,53844571779043891936559952086297708436068759138887191749667809432158910406085
94,229,19618953734973477831699738815,9295845024097575494595312047898220338116685913777185506529294102145068923045,24460939072908788528449465242901490401425553350830739635624575123556389812542
95,230,33305112355459409740057867619,80107206407523540372782456585001429022128351690766278943896869594733062202170,47964332039631361939661984474336102346675089494146483987789732421837305710387
96,231,40164378139112150466450447024,66729488646886370064707673853029784335580827078120694303102403524494570057331,50224407782480620742653329009901938555926284405925906394566396800838107110899
97,232,153750356972426352022092246027,95951492037161273032968989719673001406553244260167220673821931810665893686614,73292060474104201728331254860674877110760281886730633263984507845458986451589
93,228,7377992259007297144469228595,36331953398624198399767397212480934850485422300635545274116034779628449179914,75247827972169110112168837408967967029937305507454233214556718643108804654827
94,229,12671854879613467495011761212,114880045581125297985016912315530513591879645433415410639443087752189742755877,19240062369951907511913965146183037604810148109591322992096762060253606849634
95,230,33640617498803052999421315493,83113982398695162600354651603252233512020861655882253170730951167209662272305,104037031970141466223969406324139176695939762198775924393618016831855239523907
96,231,74696137706278237865778474480,30317047000448625433289255352740340352549664804740192862107738660310229224997,67335231237194037756085293060860508926185279852251586452397340138836299603109
97,232,97103946848182256311288305026,104976524142274927473280232805653400153775074259320071430898351876429828847122,43992697592382144827806059463053664258486702471680612047750016538052650319678
93,228,6291717819643224849582489165,55723627222874617306912247525443591509123491156997835323164628318437033702018,94001239914984184065059928867469629810826960264977397275928762798187384982480
94,229,19094867402129324717924459491,36723639548003606205936349357278223158145745156856941432728525393234720211807,24355709584157901134104136988368681559521550220411738353077238035902616894056
95,230,30677905974303480278371858206,21727562182460395803381468109425764186499949540918604505318188523443361877712,45703654865509355384825108346890264426940809117347037688845910817251129539979
96,231,50413630466190535552351836282,75996486176969159606075250463827632839286662591952977401790999987508166100569,43726158798225475862808109466858168838229493062928254302439914069404535535959
97,232,138436785861029762192840062771,48559354246962585716417684013488505419078754160316246958288591057503230027382,83719083221242177104175616220547264435517614397698978144428695088380888947955
93,228,6045767779276573843409270422,60719742427280108826803550694375122968900777846794986038836353158290899839329,107301712618856891535330355966663488677314750402212479100328630999431083879493
94,229,13061222650519084157292829009,107413833433772515134522049461938447844183274149266439924994601113706562974813,60006496074495071860795559726019565571100545910902096690784444756880030253159
95,230,30265506745710233723081416511,39937870627427539038037078181003367394965379309037703950207843300033404164451,112520382628560327070673191516961801728307105137015973350811358651237028496659
96,231,59720999450021271798266268040,57212286640083547152512438527173164713594379042707758721963093789746131103786,76378276588610579190547590513701885702567920987333559744348642235991206427708
97,232,81519652711710691597900190348,40057962055913707470298089055145685976555997581146885994449646602129732900862,43218422206483074132236807080888633789162732343556037338709838690253333487370
93,228,6954898014415499857279264874,30551991844854383757565266199046650381151015242149563146570823687694020445778,114181580653262832312186358058284012047095125671123182459141718456366713973200
94,229,16164272723974464888752119785,24037804590905997622384799899976867111344939694755400327172213027466268146034,51962121914582631181558865668935761530859352845625336439872454053254644163620
95,230,32716474746156394787320650484,489509670753123948787398691383980374347431126431445453180746777847033734691,94010930686396478562670741257116935049256933537164217737599994513197654241763
96,231,65203850577579264585025045367,49620745605327953804749254261163009387608254975058900004483050596576950365120,34450315301878905428831280080470280595295709036923905053006441311841162526895
97,232,88785458829343148615140675759,83002937702271286483402342387492219856887250274756023568328223983693196411199,2957762550827425518442763028314429453590706679764261053374912137610988553237
93,228,6260060338451014073839815917,5659206760797394893548311199781090556771294611868189637491026221081938145888,17799867845199171386017745892127687634286713322381979051656083099358892345314
94,229,14285932695451199744554133132,102968790676638360198740085749004070832541205694477169509747029313991626263577,38140017181656479848630908627815902604095775837293122839031003766203496689020
95,230,24203414190980147903645795826,92952474344932613032528703178618490796273763149633048241799639071321592001806,56197287299806366123793215972175125292301943883432999086330642036407662330521
96,231,71967140192375147241201763081,112243066303873588017814208696273280096299722853608789341775143735788139116553,7141459164030703944028446124415985485670399484306943563776188530758711018189
97,232,100101282419461181728412447721,108523635748585587575175942187472442917145607719644487775189786413684567909579,30263173846422905692641414500493611626832533055072813500773647504144913922328
93,228,8016370821153242936771470937,89408149420012969681641702403704877938471765230132037045909742684459631676487,21338780746425780945845458038693562059131974315166491377731781897240245058239
94,229,9955789063476496221281461301,13451730799399231356264521761366268856228016693314851583214163231822395699055,35972535917203221630066403784718725964693143682009300684141170391962309081731
95,230,33401101293786250967970775080,9169316256495692471910343866572579602321321742519719807809921048757990214975,75679351035706957878467646978969594153943480516818995531474982231014995843624
96,231,75594498903147061012047223354,64592848830195179477748077267468282272667242019812300494347868467042575481900,82662228729972318970841711336572028863802251562012221906156859266371166166381
97,232,93988740170400556396732216293,35009012755367787847928327522226560649252633505011325763808621720103843571725,114222327478047890383569537930902899642845705667519494147881429100980882869736
93,228,8548238373649648337634944301,21610695415722736415638971976326061497083686503790998921994031005481751462301,80951539193918351434742216151784610855836163971600245878795860594442951225566
94,229,13233960845495337217871643908,74277289825169998947452543099380042926498000423472837000929874468054479689927,22548482020236182631564196509330805232480535276094751852938259489259432857150
95,230,39596045074510786606106080821,98592032828094011627491315030593243482916363943768257192642304553915971665722,82659853661123546617367207452124312681300258466674679953361051725668116489018
96,231,46847180045119099109031003663,75867127543600480796326999675878575780107173476416765653549106690993564488220,73274924152377945825216778124832763995686950391632706807832499937927269644695
97,232,93218515519823147760441494509,72858977739438682616418313278464846892408207704217717541551167899079056234517,113634833612251738435224393499935502934540140528057735657529522970696435378233
93,228,9364446372051636176161314856,59265039295812008085626525831818093222471342076013228431898103969263368456729,42560010965534152738331400973564411529985381118066127370401701527121365676696
94,229,12325185637927126600326115446,31857720246655161162526103705768523555449594712046444202234799969642834027039,66755638478265386635952718829533552272828434575717949601308449692219718766498
95,230,33454735858747582073870600747,26487811800996759699243916803194179150096829030751209299134025096056758593555,9827377999039138374299562024824095288981278008486238000022865683034035165620
96,231,55370586931970941571155800215,59790042597160269798200524616142706953261335787781841304792050578116874507681,93119287178672366974785087791898378293037549383392046919951788209562487775737
97,232,112663100032977908200998353507,39178683135340720898106948388100501829489577621668201468930375135940370474995,113963707856136076908993241766632933290172208806049458805683881241606176680871
93,228,5015155383306421910328371598,69918059873811520785410350220975574053518589309442280288682183331430255367279,81697126207890364770676711083500838398606926594204627458424525702533342634282
94,229,15295266173427448040144001808,15985137527351271557880999772218512518357196062843357532843648679910557604184,39414687768518274279501848640521793355389628482025180863599741254361003009550
95,230,21113906973485161836265431350,17162624220396588491434234787476835488892952744190068576854654789752681764811,11845129840553976921031003560941023425725442775955524097709347803703579046149
96,231,60866859588663316177701847734,17556054774441649764826458226859849744509411495424294035299285197436531012088,31207436645642662076323958923455543811005314270164339605799963361996655158933
97,232,124335933584358414888864101079,70145608734353752276756345421141085288253824750519594579040114831781677210177,25225578983834933725017219649830450024229830019686585198027066311743839575149
93,228,9187516398203542088911163484,30850690985783486350303823174700908584253854321102191593991750031465049061405,59241150375621299941475693099330678290904269912165498072441985909438767849003
94,229,16407131481760925010068413236,78652146373840194105166241318710426123111262578185114128677659836564981282593,11050458867086918594851263811113780775645720161190043227472014392157599985506
95,230,21426741013188642625210323124,42055448134375584970244914070120317267785453553382247854510129579072344503928,109640565059087610358924124614214116301279232190762682287268823941325193361201
96,231,47296411178069594957283755626,71477881998818998608079902475247262171927932983177847939484752736855829719674,40809043946501078233086166173036745031937886010266127594924352288566924601846
97,232,123831379063074202286793742839,50052750092449666773042153231202257946504546297921992073533550170799557262887,1396798717980038265323057191704408617401231279588571878484550842455982758118
93,228,5327278431063449099902062074,112459931037709689042678548693993315664005340262319538096247334927258564844334,41932079730945626549002946572481058386658610706571348225047112593237695768734
94,229,11928845604617961309388795825,30046917929017990965147974150634229451218419726356355209256536338241349681328,90704813853173201267587126483558315810084088880240494955591074592882398400779
95,230,25507085643065613270879204177,77173065750552640210496164376820465243198723821721954563482896988258818598720,73666833114211409445216329395470245620705982528488057402377396617054179760851
96,231,58979094781170417135230751717,26456808999509766487497934585931885464624045628944833750144765624497229204012,41465336319525498405103658745123624302463924926249809237901472326120264741465
97,232,118335895580148230615026923521,104537172539067801667771562071821636304727216916182043854507622935344489724289,108696378073058362945587761668816665516769744113597447153345083853880467403924
93,228,8216354900741582518070597085,27682901188538817484873721610755606982849446987016453727386428010840439788659,6757859068860180789401361421754849288827586272042132351788909235612595995897
94,229,14665663808295001539577264397,13058478429526214124642628923722053887395477832367648764816571682564879516778,12351579911926466156181819787953493378999942118245173980166902304515954684926
95,230,31295283883331932099654642839,16066171092597290098013612455885415341372668419242837379615301920100151113353,55360394609246515502321834553290195679455313480501630451474159801953509771800
96,231,46770510555688403823826254676,111670533851471639088098224753621368493197727604191296840827903906386580735608,101967654272556644163895710703015261487071881905165235682608399931509910416475
97,232,137046924826376830068162681303,66865079513280455260889189797437962726938544971881268838348205266184422548322,38395912272004215318150853382988118044596216425365110797924858336077399842635
93,228,8463817059069323022097638559,27032341884843024790564400866150353677664911252388115523802085964005147693596,42034882199466829819898479944721999407296743217966892688760722885609932291847
94,229,12959031672979565414432678312,21703248670764683156256532708863364706804749041224885503738359159476121732887,36398271202717408506381282946202909544367607055303403791084303004886639151217
95,230,38359623826806637692540396579,110392772875735456990567748898390416146229703190450365575279446487411506648131,79960966101808480671278509524862120532548758891693257825056681072050355845545
96,231,47108937386717230787255932949,8658557913682081399613276855994079876993901711686922554900114328696875297425,95801459590119642571190996205951116375649580166224224764683604444379735089882
97,232,145964128563591395710369600057,60934768651447102381306150767119117712943159494887735806539812229095598242681,47954669091937788110170329973997858850526838578447513471235824898600457090064
93,228,7523759802585224972364340930,87468597563068852160624028578680087341329681822290826849140878583573562708139,64950131425749825353959314722370380922544976214671556428465997014936749317199
94,229,17627267899234009965867653094,101726633472480919596224765760433162934014043528657177679522355990598236126275,40499917756996523002742098940112749188823422720624438711890948946706771301004
95,230,21692391887663648494358821823,13246009313862086349363574533464341504026210763113846201864805728995507151210,63598228947492315885180519783563461305225065135238995877530030313277017508357
96,231,77368188754423814614827771043,92524396261754948876940093149905796405061058040131787076666310818671278809006,63913910358608820011738796216791446333497727405264376485736791925789931572892
97,232,153568036682746050269652779889,70313255208782885390479440419533220047393232462322512688945414816483183000464,86705793319641380258009437810428739015847627496652697218489162927982862434502
93,228,7732743140622105769825166144,42435268513034369839672053757910698354864030589864175595881088616087319494384,64400339414176962231117364778518694501070646533387502464782440066312017134568
94,229,10279718395003783242537867765,101864663802288735638438357451563493606901022131823013164260451968615588572459,19965133900534161844707057783835576560753456303378270536336326743962641860671
95,230,30939876425678240568425069099,3700473724941607179671741005564456616828770004480253806132183540234549238649,93628038337377258669819728285012566977551859523648267751058086132093981545172
96,231,72291197773411734913460545514,10707817691532140118194346345880653500500621000441938633307960263020669132850,63203265349656677411449789604190869283866429299258143025822882313706453012657
97,232,117979442267344933906836804998,75454379951207096616780096848808551214135664192606477652909425274042280898693,12436092188805203819895040005888960242534528633776285862784905965554813137158
93,228,7784882326184565161692135665,73730843171684169348398157856634983403351662204955056554433523092988635837851,34942334978715902746169097529453141332506653202379734190324211721220627436938
94,229,12569821306062414261698785476,67327904158851043696977614827982579180625180174326167722432987470194283583435,64990806885451186951231249848708028180692244641918447420752565668627820956458
95,230,32726872429965543287842142347,76380532662493645646744540394957582346721941464905633966300383477109258408777,1339177413956773111689120205292747315733836181477538699352114737524896508411
96,231,40342462325972029701211173512,42847250183460917717625768599854418908726814561478652402205525641027664110804,59479772510033205289981032124462280443806224331164695113576108008020596829248
97,232,139499641118186961873236323220,108647460855421838858412208927904180090167473661506838351453117502947936179121,19096996317484550714223045074714198128173529424370378246264979442407493828881
93,228,7310006941712712336100468786,9267144690539339474528069021413260830804004930087388942397848821944402676418,70617408853706916463760882891262409050058883180358818855451209915690124021775
94,229,13615694386086908006791771141,96642387013232943316660716848168278862183771244534965992571892725996063406087,28446066631768388770085509340325095273663745974467991010547526961785763300838
95,230,27351822541499927982381244184,36153021106352151473966057458898823225965128687360551392985363344227263053230,69221999785621594365677921103876136418599404787007594385634770611585663666418
96,231,76790954848006925591188147712,84007327704060135638565702844716889821390554669745870834961685455291899984356,107238955268595466290267428203734378249026240321356209714349372991486253960581
97,232,116659242700177237771194510086,80292109270023207742353974620083439413914419893608377249966555748242328363995,67432141656998997229459172940204411853820462285512718278317987101443410638062
93,228,5322459853649463934752413136,1130592066975521055559124358650818984124310698165855042978984028797661220514,81095545075990706900840451007628563172281351226809366969624100658160939470203
94,229,17858900355901501614003093982,10863343655203244881016687354505549578271381681901640672422444394018641806408,113838621148719030230797821281324226347509705635579724373697155117205815076962
95,230,33246801721286343535186044756,112981794385657212572438204975563465613597413956285052127422633347444246777528,112637826973159257257374327869845637293853772023886842984472654264781157354674
96,231,49831985385513770547607646558,29295605463195353239568927400541723857729158278417324417630915828043453814957,13021200561271214927903196307760150498067080462178565082656424543665196046440
97,232,142686737228172729554293151380,35947626164285623750807836533571092361455321205047466580224913753092052044823,22144053857333687304292220153115309614812106206592260622992539984934522426614
93,228,7185192708617679012436446795,96694972950196863240497216049497879685437562402505856656114774551378343087652,7160376582058976904557173623500980110659627063611313182554258231356340384170
94,229,12007365828068647042483610145,41204446967809257245066896699908542658771764854951160052337198366747426911497,45516920223931884082591349687219760960333446411750256498699861909787598836291
95,230,25096785773324861574712702634,18085403325260518561841888982172347668799632203871003349499351019787834760700,83331003485949394521596654957367378513383453758370537182980281111876953798171
96,231,52261164053743225005537070421,115015325087684312093158920521338898273173407960830677177432757524859859836680,76318082654574240165021120719808748674273423499508461513028963445726953623933
97,232,82971214308173266128167921638,32864075600541353837533044897478276893049280920792755773259376610705621304672,45558091498374459918994865188497805547027644538385554436000843888326812764915
93,228,8789172322433936054756458848,14943719842920092980575445262399992609175705883312616827347733195275734754760,9856673772629999278302052993414837084870606396483670711648624850768111126257
94,229,13289821067453782533526480920,74707213385069072951517777691250557927210058918273052322945412161577894623277,18029918006893990267874887965821421548127754775516550113601761136649641426190
95,230,38263402364973393008546076185,88100485442514840674957338560674842961352764290421508990277141470351499894322,81102819623921912472440731243040978253378268361494343059117521707424553478687
96,231,42179313748865280665750877956,113609485281772188412579463979493825936422091700879374277477785104955137287746,51316051143141211753524581848674210224944317031733705737747873653186617177505
97,232,130106906912373112118397616874,27092104291820824172465639892550848871048269561220142252672951800540258964704,68004807056740546680886230445712700100678883035810228160446073305334835756599
93,228,6180075561595641710804972855,57532579830816468180667698394009259309008969959782182149173644015751112978472,25022810238483129749236860828204710728442274693204418277716136578325440765439
94,229,14848149865435744925620972838,17266094690798013200541167157905807096076756777253013924362850125399398052130,59940687567836374635663648329601457011565017516610845022891630477494602657377
95,230,38366091761575779016825466271,77067709564992016980766322202546706771767486867807079382605527137610345183371,73651777757497174188808052566862562602581468894962624622048219665135192031863
96,231,67693160174070945788968147787,18815892105044310280957608413896479198860297486851716592400423033059283462233,105803080876906875391131717902620315670354780600389450380279698846584236328680
97,232,79956537524769296940966713349,9954246645548495998742134218260693517437532818134503049402715779573475082029,53685337842825570057416206114323057036974682444869348198702165520318286309036
93,228,9737626448924424752679744322,56849909639776038791372569320921415831102421052661675109057819886741290874709,76094096337084467459744518789643826774834722272270451583761409702602194768804
94,229,18557280850866051802043111865,51287724749585035949059528166687922069951906033768141080586340308285309464121,36225193976417922279380373963446348768713868703102304936499929781975191572606
95,230,21504878364080870774933388274,107694450662119425836733645414768187253470115619747253482750821306368818611837,10182404159830282436879419150756846064640665926494806225011539321649650367850
96,231,67496887415320365544107758147,15373426204662758960783769096495171433374353759679896304329509380829821879916,64602712149190551705466627723367869400635831213573370267775329772832499013378
97,232,150167424272673459986339787536,89038890965204564657311812038214938425053443015585627887782309386843076650830,111426043243903295926490855314687503412828249283844163697024193372619403116705
93,228,9309257294147500311612396385,80678410668229269216757296969357763799132050512697222989509202192290466152372,77739024368118924906931229627048137312796782497083617090441392271328992532872
94,229,10506307923339308504841603824,100975045063926105463562210175961998864215709838751023661194659738098472643581,96397852403237069087979078452481811582872039201016314975544113260449059598557
95,230,23014202738673711463426408525,24090605050731641405624080556241141956874470865311878152108182161441900252400,31779754155655759199470443415405663967257138424791160264284206908566254475629
96,231,50142437367915561322503974826,1538359184347765766953130160590791953636321680846194491058781656207166702607,38266710009145215782391843542156119617226861432237849546993483465675390139242
97,232,94225938837830993054951424952,23068609446261242705956038965984222350365445448983986471977507204509213589925,109434718452573827040940864979169203953772261800198754966597550485270302307940
93,228,6633222023818725761750021061,10075243336107843479433873391646537483998515168903045114825031127763899500740,12634543732217959710308819119197906017625435463238056985863036629693829761210
94,229,12740150854120362548768824174,81094141474985232486057291098277967075691678271680390352951234262309073130259,71163333514994454771640948524901995105630019845415389321088603172337168044059
95,230,30725505413506020468617035833,22143925644396593940991608016334639026521084117314959675125923053435394160938,7853488199196209551455420660241693120030487388259266091278103895785918161642
96,231,45504968068639428619525590298,57402590422329391373643862389714211189109193582212543092818437446678313171821,36252956689301086288201244064728938522004192095772749019161573356464492469875
97,232,151662871159645535446062152958,91319075043225729570414814222095577228548023057559811926985647532733104149229,70026219074582721025411581892973447538528800583737192390782275039814368500155
93,228,8160106420053898536681475553,114843040424850382903686556071523891181542257967573187192760106294055603094660,34729523910215667075472356512138972942181384335758937310170885501466645333321
94,229,17825146335856921914850844089,37391870139613380046223854477637292354892655330651473518869008093124950365115,14328812678811041360803405692665487975383572247257971409044725558143537749109
95,230,22468670758659786283032052219,89822148795641465953352338063894131504247491772056616576513409935827819370841,82671220209902549878287629999752869431470663334560023428208221572069476571104
96,231,64077392800016873390311267432,84535463517662406991622108815598935020554091367544101095148477184285818539329,36751876558418533642258590842307481707833682569056041357133461768337549908662
97,232,83344929245727654060116214970,97093684242559465592009408772110988519785061965885811612288663136794442813943,86755591240192353140851234655353511338480656950154566157518955441327532568533
93,228,6034007034042169755748039466,23708465059547855183470644085013056963719155300345485778983440828449018797553,105570484931027692809274667501087963363407172975403445114685607036095058313505
94,229,9903841862020865110802750626,8528753855007504560509289380020499340300083283859644959623816684634570901892,57928772785688314693019623256702659886439404410038885827661712871047129605349
95,230,31167578357432342301688303648,40629107186910729294307649589831304848431635779536137941179534798997426464178,109168632523949502499759139644571703113768897402010964946731984518242640832930
96,231,42226643539784431747052590351,85313176370712801096783511853917134419469657377800765211532679038312112345966,24551150431663661183931653491049403265029696226081868066328982501271529284677
97,232,143340975006844177115764083044,101098023029054669531910053622365214905440239935276096650858999277706480969282,690732305315331725260054539942880509760188001939744021585693264086779145486
93,228,9192286010012031532505078840,82082909199702141172398151561737556125446782371192134063488159838207517403288,2175492252667847917876370341500651754630856907482427269992632730142100404152
94,229,15047542039514604344155428972,41567564816997499039172593302654945373910892503951425931944309527826041189231,43955021642649718662536028057455362120185919198210462018375576513127234999879
95,230,38303566410019735270553080897,17886973779614978163035989204153776659509097231792614236379517554398361815684,66340104264310561681392560181716608883865401063951689802132409425971021931495
96,231,72917880405844908813160921386,46769228380564280132538689476040421734962911663656910314681460631829578307190,115406460438732935904768372543064811003619367840084172007365310043875453186054
97,232,108304809434541930579561869391,103418032949676524694654606522022792437182636468513478247964314897827232169936,86720614953001098711893900725040238055459969553992743198473574642030093952683
93,228,9146842412047499390981599061,15254943473970703944517751610791863530659030313051314279839053544808903112719,23562018170837336871898566736938315906823991936853536819983586544392364367426
94,229,13156038768556744669795588313,4513050631382339488779086345920799731174374444693552469135461992786873641240,38005413621941961179670725106469565641733207349624526326372195358353367768987
95,230,29597275504571643880145596432,48170400574779997942200485093904790457321206173342240107455620384306611488603,94999892567087336806386488874941609048088669766204396225461267836556313193627
96,231,50285708137221039957227417529,67935320176709789916497676949481620053502985536705621988425967561408709550563,113720553505182090857914362069530897291027843914084938279004431514255949963069
97,232,122785710935614526453285609856,20898358054233106716173919507287758172301815390844390499641567536194239356028,2079175846852603837977230345438374587343577075989213183555612631174105984600
93,228,9608062605214474335802574376,64162820408734643999074609501107418554674304790771682566797627808487205989196,11997828635142354341017039088120112612962326893041956952565820182984238677910
94,229,13489613350129053669341821738,97736046065810640170541480198474745469583702741207314579672222324093891727587,88148854868341431643658227384457306792350581073666730399495776579566791852860
95,230,32222566525609861104741225476,80298216693010581895159080443676968245703858278793760004470584464713012250690,20011566645977547610065443026413017389508997418294467884359319889388979852864
96,231,64507395454015330303012794649,27024770565280122131698039490654438390031865911572481238146680324915432282580,9425091038061842237258325513554829783886643373805810648298373201148932670245
97,232,136551493038778435382462404749,44373196289974738391874524420785035894459043648495664378433581871462135030006,91517118588592818246622913327609627933534641852296600082563403958542488191426
93,228,9869496902239126020299232134,79611615981337676793662987700750449014022305846332032336651939991313714322480,81958660404920047039567349825857320746266867549013045687416029675935412353706
94,229,18208823986189509635057920564,54192421735526460751607652695216113366358146996311122219928422262859595341319,105570008931700586555734068008977672357528081895976830775312259616638750499398
95,230,20983409948295901328283300007,26752086972154909736320913323497898185587503137599164986771280529295593520117,99632728536356452520893190908543317006185495045531923265438432372690028322132
96,231,51323506758709244251306387109,99471845474500025605695195780004612076880927966981476873548470455908139148242,44582335046083641419867253413944353261587805862306404773168238108898692599428
97,232,151220272629573566045805915719,27892776598514122332903457559364583087510362163653192846407034145440099111582,95904698059918331447089280201828943359692074173554905609343148840510628143134
93,228,6553990181106917572257214849,38787202476671245465867211571030768829302809413829092459847628048045312521405,88315761692762383313529678957422453760149537109845436396656395043630654839861
94,229,12956609574553176003163223052,31681016692389650779286765852981697070818451852595000172607153583118752000871,82275624165815514309618714500592350124754045869485659633342741295808852423344
95,230,25256981164739000677036076430,40982502013912685120424512426552231592211990989344361999339341283935014739042,8987735304278215253456795832064921312238106089331873101568278881467864999092
96,231,59382602568428796912259067833,56437894443792883973282609192475924194071781777844655762993317807863476446006,24618451444754046020221576971426953027782867900863562890365239749293142249526
97,232,147296063596209427973856816948,91783763807726950163888303900022847169627557491787118107823629383780376990991,2737904605586523029146130330651576517056589953795415529098460120050347588685
93,228,6300280196920833078278980285,110163485797447934433792965129190166420377992572798618733429591164659052025527,96714777233820160104446640023965969877757262675383605210541200980029418308517
94,229,16331921828676905408640587543,54103711086751146507416450895382665648630992035344779482163429712166902150258,115574464769536882388973404583555034658364997807028770974495846282629735791706
95,230,31364941943553022920801743438,48961224089145212946025821130637327565817367462725397267133414771547715428523,52332157955071803832720891384814969371195442808803438694642366615886556288015
96,231,48123334024642679581522901610,32056726961723390860573780243963989976894755306115195533013740377648959462506,96837879619428330279594650697276727154268238824983148105099559271777838605949
97,232,94163537130159859319941831678,33646939259913574590601172707681985390149177973741010349380813456600474570961,39146961530238474661162312045058732808979616260874743887315604580274819812281
93,228,8343119094893409387364832418,110981823082710355264829970384602090540636091155095303571561653477718458908169,50311702921244653821630861789890160463038682566660203081006787859669436269488
94,229,19486403898209581716429017483,95007006778897339314692190082227674084045659004701819431276681984611696092970,49314105801505584497216587497271631041685798572868476684342751022259597457359
95,230,37829622867544727955624710363,34417415335333808113066042073347559468260461113664676791283687927459278377911,40852873385464387308787268573769054157778458315423376253786380562653371714835
96,231,43003189216786156448094677798,30807108012868826705171066515340352978269011937197416453963787087424649505674,73822175275526913755165085396225909922637856844587217384026271491426502173385
97,232,112006884977287593547237243020,80832933082465188956821961628962855978897671689660490140050336952199445832511,35632059467787653303275709433203624400981110893696204615202046465898247020778
93,228,9039018362048380441231413276,111287264385275921950543824290436454270027091920846251546203935196853248181209,49815736237156081143802130582943142224298881757018023355969247279240437337592
94,229,10152698076440000335273210266,48510296438827702311895719462505217961109684271161853608962991064736014705611,9177289212514346305617201662230137674675920581521127634122434457424583117180
95,230,37239970996395439978070908458,45826000818327387525448407291126499041026109956157513840449530839095054979985,12121269357951150200036688089006708762645289012836425507245489131234508594694
